2014_11_24 19_10_57
第1组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第2组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第3组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第4组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第5组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第6组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第7组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第8组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第9组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第10组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第11组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第12组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第13组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第14组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第15组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第16组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第17组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第18组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第19组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第20组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第21组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第22组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第23组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第24组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第25组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第26组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第27组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第28组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第29组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第30组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第31组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第32组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第33组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第34组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第35组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第36组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第37组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第38组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第39组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第40组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第41组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第42组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第43组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第44组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第45组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第46组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第47组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第48组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第49组数据：
Peak#, Peak Pixel, Peak Power
01, 1543.280, 23209.912
第58组数据：
Peak Count: 5
Peak#, Peak Pixel, Peak Power
01, 1540.916, 3985.771
02, 1542.418, 8025.994
03, 1543.189, 69871.499
04, 1543.346, 65918.055
05, 1545.666, 3929.030
第59组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.278, 5156.860
第60组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第61组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第62组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第63组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第64组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第65组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第66组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第67组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第68组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第69组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.297, 72990.898
第70组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.276, 4105.662
第71组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第72组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第73组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第74组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第75组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第76组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第77组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第78组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第79组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第80组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第81组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第82组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.278, 4760.549
第83组数据：
Peak Count: 5
Peak#, Peak Pixel, Peak Power
01, 1540.923, 4052.028
02, 1542.418, 8471.346
03, 1543.188, 69523.050
04, 1543.346, 65918.055
05, 1545.671, 3912.652
第84组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.278, 5674.782
第85组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第86组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第87组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第88组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第89组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第90组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第91组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第92组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第93组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第94组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.276, 4253.692
第95组数据：
Peak Count: 3
Peak#, Peak Pixel, Peak Power
01, 1542.421, 6261.819
02, 1543.191, 72158.773
03, 1543.346, 65918.055
第96组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.279, 3809.695
第97组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第98组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第99组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第100组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第101组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第102组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第103组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第104组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第105组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第106组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.280, 49216.612
第107组数据：
Peak Count: 5
Peak#, Peak Pixel, Peak Power
01, 1540.922, 3973.165
02, 1542.419, 7657.925
03, 1543.189, 70089.530
04, 1543.346, 65918.055
05, 1545.666, 3855.796
第108组数据：
Peak Count: 3
Peak#, Peak Pixel, Peak Power
01, 1542.419, 6064.135
02, 1543.191, 73163.569
03, 1543.346, 65918.055
第109组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.287, 69389.205
第110组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.280, 3827.688
第111组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第112组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第113组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第114组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第115组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第116组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第117组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第118组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第119组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第120组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第121组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第122组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第123组数据：
Peak Count: 3
Peak#, Peak Pixel, Peak Power
01, 1542.422, 6522.489
02, 1543.190, 71285.933
03, 1543.346, 65918.055
第124组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第125组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第126组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第127组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第128组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第129组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第130组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第131组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第132组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第133组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.279, 11464.127
第134组数据：
Peak Count: 5
Peak#, Peak Pixel, Peak Power
01, 1540.921, 4006.067
02, 1542.420, 7575.174
03, 1543.189, 70136.194
04, 1543.346, 65918.055
05, 1545.664, 3855.291
第135组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.278, 5908.296
第136组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第137组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第138组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第139组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第140组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第141组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第142组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第143组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第144组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第145组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第146组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.280, 40256.470
第147组数据：
Peak Count: 3
Peak#, Peak Pixel, Peak Power
01, 1542.419, 4937.309
02, 1543.192, 75498.772
03, 1543.346, 65918.055
第148组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第149组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第150组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第151组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第152组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第153组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第154组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第155组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第156组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第157组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第158组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.278, 11138.891
第159组数据：
Peak Count: 4
Peak#, Peak Pixel, Peak Power
01, 1542.418, 7583.686
02, 1543.189, 70422.438
03, 1543.346, 65918.055
04, 1545.661, 3848.280
第160组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第161组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第162组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第163组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第164组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第165组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第166组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第167组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第168组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第169组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第170组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第171组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.280, 57191.779
第172组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.280, 65614.301
第173组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第174组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第175组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第176组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第177组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第178组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第179组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第180组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第181组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第182组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第183组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第184组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第185组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.279, 20246.607
第186组数据：
Peak Count: 5
Peak#, Peak Pixel, Peak Power
01, 1540.922, 4002.682
02, 1542.419, 7998.244
03, 1543.188, 69611.368
04, 1543.346, 65918.055
05, 1545.675, 3891.793
第187组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.278, 10385.757
第188组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第189组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第190组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第191组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第192组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第193组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第194组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第195组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第196组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第197组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第198组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第199组数据：
Peak Count: 3
Peak#, Peak Pixel, Peak Power
01, 1542.421, 5681.121
02, 1543.191, 73027.564
03, 1543.346, 65918.055
第200组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第201组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第202组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第203组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第204组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第205组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第206组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第207组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第208组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第209组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第210组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第211组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第212组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.279, 18898.351
第213组数据：
Peak Count: 5
Peak#, Peak Pixel, Peak Power
01, 1540.924, 3994.178
02, 1542.420, 8112.477
03, 1543.188, 69605.874
04, 1543.346, 65918.055
05, 1545.670, 3908.723
第214组数据：
