2014_11_24 19_10_57
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.279, 12622.790
第215组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第216组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第217组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第218组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第219组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第220组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第221组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第222组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第223组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第224组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第225组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第226组数据：
Peak Count: 3
Peak#, Peak Pixel, Peak Power
01, 1542.422, 5283.672
02, 1543.191, 74049.894
03, 1543.346, 65918.055
第227组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第228组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第229组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第230组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第231组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第232组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第233组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第234组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第235组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第236组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第237组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.277, 5352.538
第238组数据：
Peak Count: 3
Peak#, Peak Pixel, Peak Power
01, 1542.420, 6123.397
02, 1543.191, 72658.418
03, 1543.346, 65918.055
第239组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第240组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第241组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第242组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第243组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第244组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第245组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第246组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第247组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第248组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第249组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第250组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.278, 4118.652
第251组数据：
Peak Count: 3
Peak#, Peak Pixel, Peak Power
01, 1542.423, 4650.303
02, 1543.192, 76336.459
03, 1543.346, 65918.055
第252组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第253组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第254组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第255组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第256组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第257组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第258组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第259组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第260组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第261组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第262组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第263组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第264组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第265组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.278, 7898.927
第266组数据：
Peak Count: 5
Peak#, Peak Pixel, Peak Power
01, 1540.924, 3977.692
02, 1542.418, 7719.741
03, 1543.189, 70156.073
04, 1543.346, 65921.173
05, 1545.673, 3862.349
第267组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.279, 17717.507
第268组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第269组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第270组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第271组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第272组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第273组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第274组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第275组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第276组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第277组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第278组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第279组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第280组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第281组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第282组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.297, 73073.049
第283组数据：
Peak Count: 3
Peak#, Peak Pixel, Peak Power
01, 1542.419, 4907.505
02, 1543.192, 75762.278
03, 1543.346, 65921.173
第284组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第285组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第286组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第287组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第288组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第289组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第290组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第291组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第292组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第293组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第294组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第295组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第296组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第297组数据：
Peak Count: 3
Peak#, Peak Pixel, Peak Power
01, 1542.416, 4208.240
02, 1543.192, 79003.228
03, 1543.300, 68277.790
第298组数据：
Peak Count: 2
Peak#, Peak Pixel, Peak Power
01, 1542.415, 3897.258
02, 1543.298, 70885.452
第299组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第300组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第301组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第302组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第303组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第304组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第305组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第306组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第307组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第308组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第309组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第310组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第311组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.280, 52317.075
第312组数据：
Peak Count: 3
Peak#, Peak Pixel, Peak Power
01, 1542.420, 4673.799
02, 1543.192, 76256.927
03, 1543.346, 65921.173
第313组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.277, 5279.716
第314组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第315组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第316组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第317组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第318组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第319组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第320组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第321组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第322组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第323组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第324组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第325组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第326组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第327组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.279, 18172.696
第328组数据：
Peak Count: 3
Peak#, Peak Pixel, Peak Power
01, 1542.420, 6471.046
02, 1543.190, 71546.843
03, 1543.346, 65921.173
第329组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.279, 23952.876
第330组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第331组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第332组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第333组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第334组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第335组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第336组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第337组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第338组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第339组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第340组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第341组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.276, 4461.223
第342组数据：
Peak Count: 2
Peak#, Peak Pixel, Peak Power
01, 1542.410, 3990.257
02, 1543.299, 69437.612
第343组数据：
Peak Count: 3
Peak#, Peak Pixel, Peak Power
01, 1542.421, 5919.633
02, 1543.191, 72495.447
03, 1543.346, 65921.173
第344组数据：
Peak Count: 2
Peak#, Peak Pixel, Peak Power
01, 1542.416, 3897.711
02, 1543.298, 70108.928
第345组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.278, 4822.644
第346组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第347组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第348组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第349组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第350组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第351组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第352组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第353组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第354组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第355组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第356组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第357组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第358组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第359组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第360组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第361组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
