01, 1543.289, 3841.873
01, 1543.291, 4341.655
01, 1543.291, 4803.164
01, 1543.289, 4888.512
01, 1543.290, 4863.082
01, 1543.291, 4876.111
01, 1543.290, 4899.860
01, 1543.292, 4887.792
01, 1543.291, 4981.465
01, 1543.290, 5683.938
01, 1543.290, 7247.833
01, 1543.290, 8197.861
01, 1543.290, 8311.703
01, 1543.290, 8295.127
01, 1543.290, 8276.957
01, 1543.290, 8248.322
01, 1543.290, 8268.293
01, 1543.290, 8466.821
01, 1543.290, 9646.042
01, 1543.290, 13924.988
01, 1543.290, 19969.035
01, 1543.290, 22485.740
01, 1543.290, 22709.698
01, 1543.290, 22856.919
01, 1543.290, 22840.807
01, 1543.290, 22685.427
01, 1543.290, 22905.506
01, 1543.290, 25201.140
01, 1543.290, 36631.977
01, 1543.291, 55037.876
01, 1543.291, 64810.327
01, 1543.291, 65874.853
01, 1543.291, 65663.090
01, 1543.291, 65704.428
01, 1543.291, 66264.785
01, 1543.297, 73199.355
02, 1543.298, 70691.775
02, 1543.299, 68924.664
02, 1543.299, 68838.539
02, 1543.299, 68846.897
02, 1543.299, 68844.806
02, 1543.299, 68842.717
02, 1543.299, 68824.977
02, 1543.299, 68612.204
02, 1543.301, 67874.696
02, 1543.192, 79513.104
02, 1543.192, 78723.142
02, 1543.192, 78432.337
02, 1543.192, 78419.222
02, 1543.192, 78397.953
02, 1543.192, 78401.767
02, 1543.192, 78397.953
02, 1543.192, 78308.541
02, 1543.192, 77407.754
02, 1543.192, 76154.357
02, 1543.192, 75487.465
02, 1543.192, 75423.453
02, 1543.192, 75434.985
02, 1543.192, 75424.989
02, 1543.192, 75433.062
02, 1543.192, 75332.144
02, 1543.192, 74433.492
02, 1543.191, 73374.192
02, 1543.191, 72938.382
02, 1543.191, 72900.757
02, 1543.191, 72899.628
02, 1543.191, 72897.370
02, 1543.191, 72891.166
02, 1543.191, 72761.975
02, 1543.191, 72096.277
02, 1543.190, 71209.511
03, 1543.190, 70986.354
02, 1543.190, 70970.658
03, 1543.190, 70976.844
03, 1543.190, 70971.542
03, 1543.190, 70981.487
03, 1543.190, 70797.281
03, 1543.190, 70428.075
03, 1543.189, 70382.955
03, 1543.189, 70379.480
03, 1543.189, 70382.342
03, 1543.189, 70368.247
03, 1543.189, 70371.309
03, 1543.189, 70382.955
03, 1543.190, 70536.428
03, 1543.190, 70994.103
03, 1543.190, 71139.221
03, 1543.190, 71127.943
02, 1543.190, 71126.366
03, 1543.190, 71133.129
03, 1543.190, 71149.837
03, 1543.190, 71405.810
02, 1543.191, 72383.313
02, 1543.191, 72952.005
02, 1543.191, 73023.333
02, 1543.191, 73016.744
02, 1543.191, 73016.172
02, 1543.191, 73008.158
02, 1543.191, 73146.062
02, 1543.191, 74093.627
02, 1543.192, 75424.605
02, 1543.192, 75760.123
02, 1543.192, 75760.923
02, 1543.192, 75757.724
02, 1543.192, 75771.729
02, 1543.192, 75810.665
02, 1543.192, 76631.550
02, 1543.192, 77828.784
02, 1543.192, 78056.170
02, 1543.192, 78056.694
02, 1543.192, 78055.646
02, 1543.192, 78039.430
02, 1543.192, 78067.173
02, 1543.192, 78778.729
02, 1543.303, 67237.026
02, 1543.300, 68290.894
02, 1543.300, 68390.782
02, 1543.300, 68409.944
02, 1543.300, 68413.882
02, 1543.300, 68424.885
02, 1543.299, 69037.515
02, 1543.297, 71106.891
01, 1543.297, 72694.522
01, 1543.297, 73142.146
01, 1543.297, 73138.812
01, 1543.297, 73136.993
01, 1543.297, 73126.697
01, 1543.297, 73161.576
01, 1543.290, 67990.910
01, 1543.290, 53875.244
01, 1543.290, 44397.541
01, 1543.290, 40761.517
01, 1543.290, 40779.051
01, 1543.290, 40741.596
01, 1543.290, 40743.386
01, 1543.290, 39666.204
01, 1543.290, 29903.578
01, 1543.290, 19674.961
01, 1543.289, 16831.432
01, 1543.290, 16753.133
01, 1543.290, 16741.937
01, 1543.289, 16749.117
01, 1543.289, 16749.816
01, 1543.289, 14144.085
01, 1543.289, 9617.983
01, 1543.289, 7701.679
01, 1543.290, 7452.964
01, 1543.289, 7415.519
01, 1543.289, 7433.442
01, 1543.289, 7440.487
01, 1543.289, 6954.760
01, 1543.288, 5394.682
01, 1543.290, 4632.559
01, 1543.292, 4569.624
01, 1543.294, 4577.330
01, 1543.290, 4580.394
01, 1543.288, 4574.547
01, 1543.290, 4550.007
01, 1543.287, 4211.333
01, 1543.292, 3868.566
