Open Device Successfully!
Device Count: 1
Device Index: 0
S/N: F1480723
Pixel Count: 512
HW Version: 10000006
FW Version: 10000020
DLL Version: 21502063
Load Calibration Data Successfully
Integration Time: 1000 us
Line Rate: 889 Hz
Pixel,  Wavelength(nm)
1533.707,    3469
1533.812,    3493
1533.912,    3470
1534.015,    3478
1534.118,    3473
1534.219,    3495
1534.324,    3475
1534.426,    3487
1534.529,    3472
1534.632,    3484
1534.733,    3477
1534.837,    3475
1534.938,    3469
1535.040,    3473
1535.144,    3435
1535.244,    3483
1535.348,    3460
1535.450,    3478
1535.552,    3455
1535.655,    3477
1535.756,    3465
1535.859,    3486
1535.962,    3461
1536.062,    3485
1536.165,    3461
1536.266,    3474
1536.368,    3446
1536.470,    3454
1536.571,    3448
1536.674,    3468
1536.776,    3433
1536.877,    3451
1536.980,    3453
1537.080,    3467
1537.182,    3454
1537.284,    3455
1537.384,    3445
1537.487,    3463
1537.588,    3446
1537.689,    3459
1537.791,    3441
1537.891,    3451
1537.994,    3425
1538.095,    3439
1538.196,    3451
1538.298,    3438
1538.397,    3405
1538.499,    3411
1538.601,    3412
1538.702,    3429
1538.803,    3436
1538.903,    3422
1539.004,    3414
1539.105,    3430
1539.206,    3399
1539.307,    3424
1539.408,    3401
1539.509,    3413
1539.610,    3388
1539.709,    3401
1539.811,    3406
1539.912,    3418
1540.012,    3407
1540.113,    3426
1540.213,    3395
1540.314,    3428
1540.415,    3395
1540.513,    3432
1540.615,    3426
1540.714,    3465
1540.815,    3413
1540.916,    3447
1541.014,    3400
1541.115,    3423
1541.216,    3399
1541.315,    3450
1541.416,    3446
1541.516,    3451
1541.616,    3434
1541.716,    3455
1541.814,    3434
1541.915,    3453
1542.015,    3440
1542.115,    3467
1542.216,    3443
1542.314,    3457
1542.415,    3447
1542.515,    3440
1542.612,    3431
1542.713,    3451
1542.813,    3435
1542.912,    3466
1543.012,    3470
1543.111,    3483
1543.211,    3649
1543.311,    3776
1543.408,    3596
1543.509,    3460
1543.608,    3445
1543.706,    3440
1543.806,    3432
1543.904,    3453
1544.003,    3443
1544.103,    3439
1544.201,    3452
1544.301,    3429
1544.400,    3438
1544.498,    3438
1544.598,    3446
1544.696,    3441
1544.795,    3439
1544.894,    3433
1544.991,    3428
1545.091,    3429
1545.190,    3419
1545.287,    3432
1545.388,    3417
1545.486,    3431
1545.584,    3415
1545.684,    3409
1545.781,    3406
1545.879,    3419
1545.978,    3400
1546.075,    3407
1546.174,    3409
1546.272,    3413
1546.370,    3389
1546.470,    3422
1546.566,    3381
1546.665,    3420
1546.764,    3385
1546.860,    3418
1546.958,    3393
1547.056,    3415
1547.153,    3401
1547.253,    3397
1547.350,    3406
1547.447,    3408
1547.547,    3381
1547.642,    3401
1547.740,    3394
1547.839,    3414
1547.935,    3399
1548.033,    3390
1548.130,    3370
1548.228,    3384
1548.326,    3394
1548.423,    3392
1548.520,    3377
1548.619,    3370
1548.715,    3371
1548.813,    3365
1548.911,    3372
1549.006,    3353
1549.104,    3357
1549.201,    3365
1549.298,    3368
1549.395,    3379
1549.492,    3367
1549.589,    3364
1549.687,    3347
1549.782,    3348
1549.880,    3351
1549.978,    3367
1550.073,    3384
1550.170,    3395
1550.267,    3357
1550.363,    3389
1550.460,    3359
1550.556,    3378
1550.653,    3393
1550.751,    3377
1550.846,    3392
1550.942,    3393
1551.039,    3398
1551.134,    3391
1551.231,    3398
1551.328,    3407
1551.423,    3390
1551.521,    3400
1551.616,    3386
1551.712,    3402
1551.810,    3389
1551.905,    3407
1552.001,    3403
1552.098,    3399
1552.192,    3388
1552.288,    3397
1552.385,    3384
1552.479,    3384
1552.576,    3396
1552.672,    3394
1552.767,    3387
1552.864,    3396
1552.960,    3375
1553.056,    3400
1553.151,    3378
1553.245,    3397
1553.340,    3383
1553.437,    3372
1553.531,    3417
1553.627,    3388
1553.723,    3376
1553.817,    3381
1553.913,    3357
1554.009,    3391
1554.104,    3375
1554.200,    3398
1554.294,    3390
1554.389,    3392
1554.486,    3351
1554.580,    3390
1554.675,    3367
1554.771,    3372
1554.865,    3396
1554.960,    3379
1555.056,    3367
1555.149,    3368
1555.245,    3369
1555.340,    3355
1555.433,    3353
1555.528,    3359
1555.624,    3347
1555.718,    3363
1555.814,    3357
1555.908,    3364
1556.003,    3343
1556.099,    3367
1556.191,    3345
1556.286,    3375
1556.381,    3351
1556.474,    3360
1556.568,    3339
1556.663,    3361
1556.756,    3347
1556.851,    3343
1556.946,    3363
1557.039,    3353
1557.134,    3339
1557.228,    3323
1557.321,    3347
1557.417,    3324
1557.511,    3328
1557.604,    3332
1557.699,    3336
1557.791,    3338
1557.886,    3347
1557.981,    3325
1558.073,    3324
1558.167,    3296
1558.262,    3328
1558.354,    3306
1558.447,    3310
1558.542,    3338
1558.635,    3310
1558.729,    3333
1558.823,    3290
1558.916,    3330
1559.010,    3328
1559.104,    3320
1559.197,    3309
1559.290,    3323
1559.383,    3309
1559.475,    3340
1559.569,    3319
1559.662,    3347
1559.755,    3330
1559.849,    3346
1559.941,    3330
1560.035,    3370
1560.129,    3355
1560.221,    3336
1560.314,    3331
1560.407,    3372
1560.500,    3316
1560.593,    3338
1560.686,    3340
1560.778,    3345
1560.871,    3326
1560.964,    3345
1561.056,    3325
1561.149,    3343
1561.242,    3349
1561.333,    3349
1561.426,    3325
1561.518,    3357
1561.611,    3341
1561.704,    3354
1561.796,    3331
1561.888,    3351
1561.981,    3344
1562.074,    3364
1562.166,    3331
1562.258,    3351
1562.350,    3348
1562.442,    3346
1562.534,    3345
1562.626,    3336
1562.718,    3342
1562.810,    3354
1562.903,    3341
1562.994,    3341
1563.087,    3317
1563.179,    3338
1563.270,    3334
1563.361,    3335
1563.453,    3322
1563.545,    3337
1563.636,    3311
1563.729,    3338
1563.820,    3326
1563.912,    3340
1564.003,    3325
1564.094,    3324
1564.187,    3316
1564.278,    3321
1564.368,    3307
1564.460,    3322
1564.552,    3320
1564.643,    3309
1564.734,    3288
1564.826,    3315
1564.917,    3330
1565.009,    3313
1565.099,    3312
1565.190,    3310
1565.282,    3316
1565.373,    3320
1565.463,    3300
1565.554,    3314
1565.645,    3324
1565.735,    3309
1565.827,    3306
1565.917,    3322
1566.008,    3303
1566.100,    3295
1566.190,    3280
1566.280,    3305
1566.371,    3293
1566.461,    3291
1566.551,    3263
1566.643,    3293
1566.733,    3300
1566.823,    3306
1566.915,    3270
