Open Device Successfully!
Device Count: 1
Device Index: 0
S/N: F1480723
Pixel Count: 512
HW Version: 10000006
FW Version: 10000020
DLL Version: 21502063
Integration Time: 30 us
Line Rate: 5000 Hz
Load Calibration Data Successfully
Pixel,  Wavelength(nm)
474,   1567.2282
475,   1567.3180
476,   1567.4091
477,   1567.4981
478,   1567.5882
479,   1567.6789
480,   1567.7690
481,   1567.8589
482,   1567.9493
483,   1568.0390
484,   1568.1292
485,   1568.2194
486,   1568.3090
487,   1568.3987
488,   1568.4884
489,   1568.5783
490,   1568.6671
491,   1568.7566
492,   1568.8467
493,   1568.9366
494,   1569.0263
495,   1569.1155
496,   1569.2043
497,   1569.2939
498,   1569.3840
499,   1569.4736
500,   1569.5633
501,   1569.6533
502,   1569.7422
503,   1569.8312
504,   1569.9203
505,   1570.0093
506,   1570.0978
507,   1570.1877
508,   1570.2761
509,   1570.3653
510,   1570.4543
511,   1570.5433
Case Temperature: 28.804
Wavelength, Intensity
1520.415,    2990
1520.522,    3287
1520.629,    3273
1520.737,    3281
1520.845,    3272
1520.951,    3279
1521.060,    3280
1521.165,    3279
1521.274,    3290
1521.382,    3268
1521.488,    3260
1521.596,    3272
1521.702,    3266
1521.809,    3272
1521.917,    3278
1522.023,    3270
1522.131,    3268
1522.237,    3271
1522.345,    3263
1522.451,    3274
1522.558,    3287
1522.664,    3293
1522.771,    3254
1522.878,    3301
1522.984,    3266
1523.091,    3292
1523.197,    3282
1523.304,    3289
1523.411,    3280
1523.516,    3284
1523.624,    3281
1523.728,    3285
1523.835,    3289
1523.941,    3290
1524.046,    3289
1524.155,    3290
1524.259,    3283
1524.366,    3282
1524.472,    3276
1524.578,    3296
1524.686,    3298
1524.789,    3318
1524.896,    3320
1525.001,    3320
1525.107,    3307
1525.214,    3308
1525.317,    3293
1525.425,    3307
1525.531,    3285
1525.636,    3294
1525.742,    3297
1525.847,    3294
1525.954,    3289
1526.058,    3304
1526.163,    3301
1526.269,    3297
1526.374,    3295
1526.481,    3296
1526.584,    3305
1526.690,    3311
1526.796,    3301
1526.901,    3320
1527.007,    3276
1527.110,    3289
1527.216,    3290
1527.321,    3285
1527.426,    3281
1527.532,    3294
1527.635,    3283
1527.741,    3292
1527.846,    3281
1527.951,    3293
1528.056,    3290
1528.160,    3309
1528.266,    3288
1528.370,    3291
1528.475,    3283
1528.580,    3295
1528.682,    3282
1528.789,    3277
1528.893,    3290
1528.998,    3270
1529.103,    3274
1529.206,    3280
1529.311,    3271
1529.415,    3269
1529.519,    3275
1529.624,    3275
1529.727,    3267
1529.833,    3271
1529.936,    3262
1530.040,    3286
1530.146,    3274
1530.248,    3270
1530.353,    3245
1530.457,    3269
1530.560,    3270
1530.664,    3275
1530.767,    3256
1530.871,    3270
1530.975,    3264
1531.079,    3263
1531.183,    3284
1531.285,    3287
1531.391,    3283
1531.494,    3279
1531.597,    3290
1531.701,    3291
1531.803,    3282
1531.908,    3280
1532.011,    3265
1532.114,    3267
1532.218,    3263
1532.320,    3271
1532.424,    3269
1532.528,    3263
1532.632,    3281
1532.735,    3264
1532.836,    3268
1532.940,    3257
1533.043,    3261
1533.146,    3276
1533.250,    3284
1533.351,    3268
1533.455,    3256
1533.558,    3278
1533.660,    3269
1533.765,    3275
1533.866,    3280
1533.969,    3288
1534.071,    3273
1534.173,    3300
1534.278,    3307
1534.380,    3299
1534.482,    3273
1534.585,    3296
1534.687,    3288
1534.790,    3288
1534.892,    3279
1534.994,    3300
1535.097,    3301
1535.198,    3287
1535.301,    3295
1535.403,    3314
1535.505,    3301
1535.609,    3309
1535.709,    3283
1535.812,    3304
1535.915,    3296
1536.016,    3304
1536.119,    3283
1536.220,    3301
1536.321,    3299
1536.424,    3302
1536.525,    3287
1536.628,    3298
1536.729,    3283
1536.831,    3307
1536.933,    3298
1537.034,    3305
1537.136,    3295
1537.237,    3272
1537.338,    3278
1537.440,    3287
1537.541,    3272
1537.643,    3309
1537.744,    3281
1537.845,    3294
1537.947,    3279
1538.048,    3295
1538.150,    3294
1538.251,    3299
1538.351,    3291
1538.453,    3288
1538.554,    3276
1538.655,    3299
1538.757,    3280
1538.857,    3281
1538.958,    3286
1539.059,    3285
1539.159,    3266
1539.261,    3272
1539.361,    3283
1539.462,    3297
1539.563,    3296
1539.662,    3285
1539.764,    3252
1539.865,    3278
1539.966,    3252
1540.067,    3276
1540.166,    3262
1540.268,    3265
1540.368,    3261
1540.467,    3258
1540.568,    3244
1540.668,    3275
1540.768,    3272
1540.869,    3277
1540.967,    3264
1541.069,    3258
1541.170,    3265
1541.269,    3278
1541.370,    3271
1541.469,    3262
1541.569,    3259
1541.670,    3269
1541.768,    3262
1541.869,    3276
1541.968,    3276
1542.068,    3273
1542.169,    3272
1542.268,    3263
1542.368,    3270
1542.468,    3274
1542.566,    3258
1542.667,    3274
1542.767,    3276
1542.865,    3266
1542.966,    3272
1543.064,    3282
1543.164,    3262
1543.264,    3278
1543.362,    3269
1543.462,    3278
1543.561,    3262
1543.660,    3279
1543.759,    3272
1543.857,    3289
1543.957,    3288
1544.056,    3280
1544.154,    3269
1544.254,    3289
1544.354,    3261
1544.452,    3301
1544.552,    3289
1544.650,    3297
1544.748,    3292
1544.848,    3311
1544.945,    3288
1545.044,    3312
1545.143,    3297
1545.241,    3305
1545.341,    3306
1545.439,    3312
1545.538,    3297
1545.637,    3301
1545.734,    3282
1545.833,    3321
1545.932,    3272
1546.029,    3304
1546.127,    3296
1546.226,    3313
1546.324,    3288
1546.423,    3302
1546.520,    3306
1546.618,    3301
1546.717,    3294
1546.814,    3282
1546.911,    3308
1547.010,    3309
1547.107,    3300
1547.206,    3284
1547.303,    3288
1547.401,    3309
1547.500,    3303
1547.596,    3303
1547.694,    3289
1547.792,    3309
1547.888,    3316
1547.986,    3302
1548.084,    3289
1548.181,    3302
1548.280,    3281
1548.377,    3292
1548.474,    3276
1548.572,    3304
1548.668,    3299
1548.766,    3294
1548.864,    3313
1548.960,    3347
1549.057,    3434
1549.155,    3537
1549.251,    3544
1549.349,    3484
1549.445,    3629
1549.543,    3742
1549.640,    3718
1549.735,    4318
1549.834,    10426
1549.931,    44166
1550.026,    65492
1550.123,    51717
1550.220,    14977
1550.316,    5920
1550.413,    3930
1550.509,    3458
1550.606,    3347
1550.704,    3350
1550.799,    3330
1550.895,    3332
1550.992,    3289
1551.087,    3318
1551.184,    3298
1551.281,    3290
1551.377,    3289
1551.474,    3310
1551.570,    3310
1551.666,    3299
1551.763,    3317
1551.858,    3282
1551.954,    3276
1552.051,    3283
1552.145,    3280
1552.241,    3293
1552.338,    3300
1552.433,    3317
1552.529,    3287
1552.625,    3295
1552.720,    3283
1552.818,    3301
1552.913,    3296
1553.009,    3311
1553.105,    3300
1553.199,    3324
1553.294,    3301
1553.390,    3303
1553.484,    3294
1553.580,    3282
1553.676,    3262
1553.770,    3301
1553.866,    3273
1553.962,    3310
1554.057,    3309
1554.153,    3309
1554.247,    3280
1554.342,    3326
1554.439,    3307
1554.533,    3321
1554.628,    3307
1554.724,    3307
1554.818,    3309
1554.913,    3317
1555.009,    3295
1555.102,    3314
1555.198,    3303
1555.293,    3307
1555.386,    3294
1555.481,    3307
1555.577,    3295
1555.671,    3294
1555.767,    3301
1555.861,    3308
1555.956,    3285
1556.052,    3310
1556.144,    3284
1556.239,    3300
1556.334,    3279
1556.427,    3306
1556.521,    3289
1556.616,    3299
1556.709,    3287
1556.805,    3287
1556.899,    3281
1556.992,    3285
1557.087,    3280
1557.181,    3296
1557.275,    3318
1557.370,    3289
1557.464,    3284
1557.557,    3291
1557.652,    3270
1557.745,    3284
1557.839,    3278
1557.934,    3281
1558.026,    3286
1558.121,    3313
1558.215,    3285
1558.307,    3285
1558.401,    3268
1558.495,    3277
1558.588,    3276
1558.682,    3269
1558.777,    3267
1558.869,    3284
1558.963,    3255
1559.057,    3267
1559.150,    3266
1559.244,    3274
1559.336,    3266
1559.428,    3267
1559.522,    3262
1559.615,    3263
1559.708,    3270
1559.802,    3271
1559.894,    3253
1559.988,    3267
1560.082,    3258
1560.174,    3261
1560.267,    3255
1560.360,    3265
1560.453,    3253
1560.546,    3267
1560.639,    3250
1560.731,    3269
1560.825,    3276
1560.917,    3285
1561.009,    3260
1561.102,    3269
1561.195,    3270
1561.286,    3280
1561.379,    3262
1561.471,    3265
1561.564,    3261
1561.657,    3265
1561.749,    3273
1561.841,    3302
1561.934,    3267
1562.027,    3299
1562.119,    3273
1562.211,    3286
1562.303,    3270
1562.395,    3260
1562.487,    3243
1562.579,    3283
1562.671,    3257
1562.763,    3279
1562.856,    3252
1562.947,    3297
1563.040,    3275
1563.132,    3296
1563.223,    3279
1563.314,    3311
1563.406,    3274
1563.498,    3300
1563.589,    3310
1563.681,    3309
1563.773,    3292
1563.865,    3312
1563.956,    3292
1564.047,    3301
1564.139,    3303
1564.231,    3282
1564.321,    3288
1564.413,    3306
1564.505,    3305
1564.596,    3302
1564.687,    3300
1564.779,    3288
1564.870,    3289
1564.962,    3313
1565.052,    3305
1565.143,    3300
1565.235,    3304
1565.325,    3303
1565.416,    3290
1565.507,    3306
1565.598,    3290
1565.688,    3298
1565.780,    3291
1565.870,    3282
1565.961,    3271
1566.053,    3288
1566.143,    3276
1566.233,    3286
1566.324,    3272
1566.414,    3298
1566.504,    3265
1566.596,    3281
1566.686,    3268
1566.776,    3291
1566.868,    3279
1566.957,    3283
1567.048,    3274
1567.139,    3270
1567.228,    3263
1567.318,    3271
1567.409,    3291
1567.498,    3269
1567.588,    3287
1567.679,    3276
1567.769,    3264
1567.859,    3270
1567.949,    3255
1568.039,    3251
1568.129,    3254
1568.219,    3262
1568.309,    3242
1568.399,    3254
1568.488,    3248
1568.578,    3272
1568.667,    3259
1568.757,    3275
1568.847,    3258
1568.937,    3236
1569.026,    3269
1569.116,    3268
1569.204,    3238
1569.294,    3256
1569.384,    3251
1569.474,    3259
1569.563,    3252
1569.653,    3245
1569.742,    3279
1569.831,    3265
1569.920,    3264
1570.009,    3282
1570.098,    3248
1570.188,    3273
1570.276,    3240
1570.365,    3253
1570.454,    3258
1570.543,    3254
