Pixel,  Wavelength(nm)
353,   1556.0680
354,   1556.1607
355,   1556.2551
356,   1556.3499
357,   1556.4433
358,   1556.5375
359,   1556.6322
360,   1556.7256
361,   1556.8209
362,   1556.9150
363,   1557.0082
364,   1557.1037
365,   1557.1978
366,   1557.2909
367,   1557.3863
368,   1557.4800
369,   1557.5736
370,   1557.6682
371,   1557.7609
372,   1557.8550
373,   1557.9503
374,   1558.0428
375,   1558.1369
376,   1558.2311
377,   1558.3230
378,   1558.4169
379,   1558.5117
380,   1558.6040
381,   1558.6988
382,   1558.7929
383,   1558.8850
384,   1558.9797
385,   1559.0733
386,   1559.1659
387,   1559.2599
388,   1559.3521
389,   1559.4446
390,   1559.5386
391,   1559.6310
392,   1559.7246
393,   1559.8183
394,   1559.9106
395,   1560.0041
396,   1560.0980
397,   1560.1904
398,   1560.2831
399,   1560.3766
400,   1560.4689
401,   1560.5623
402,   1560.6551
403,   1560.7469
404,   1560.8408
405,   1560.9338
406,   1561.0253
407,   1561.1183
408,   1561.2111
409,   1561.3027
410,   1561.3956
411,   1561.4878
412,   1561.5802
413,   1561.6735
414,   1561.7657
415,   1561.8576
416,   1561.9507
417,   1562.0431
418,   1562.1352
419,   1562.2276
420,   1562.3194
421,   1562.4110
422,   1562.5033
423,   1562.5953
424,   1562.6874
425,   1562.7793
426,   1562.8721
427,   1562.9637
428,   1563.0562
429,   1563.1481
430,   1563.2391
431,   1563.3307
432,   1563.4226
433,   1563.5139
434,   1563.6054
435,   1563.6978
436,   1563.7897
437,   1563.8813
438,   1563.9727
439,   1564.0638
440,   1564.1559
441,   1564.2473
442,   1564.3374
443,   1564.4294
444,   1564.5214
445,   1564.6120
446,   1564.7036
447,   1564.7952
448,   1564.8860
449,   1564.9780
450,   1565.0687
451,   1565.1595
452,   1565.2512
453,   1565.3419
454,   1565.4321
455,   1565.5234
456,   1565.6144
457,   1565.7044
458,   1565.7964
459,   1565.8866
460,   1565.9774
461,   1566.0692
462,   1566.1597
463,   1566.2493
464,   1566.3405
465,   1566.4304
466,   1566.5203
467,   1566.6121
468,   1566.7023
469,   1566.7928
470,   1566.8840
471,   1566.9737
472,   1567.0642
473,   1567.1553
474,   1567.2446
475,   1567.3344
476,   1567.4255
477,   1567.5145
478,   1567.6046
479,   1567.6953
480,   1567.7854
481,   1567.8753
482,   1567.9656
483,   1568.0554
484,   1568.1456
485,   1568.2357
486,   1568.3254
487,   1568.4151
488,   1568.5048
489,   1568.5947
490,   1568.6835
491,   1568.7730
492,   1568.8632
493,   1568.9530
494,   1569.0427
495,   1569.1320
496,   1569.2207
497,   1569.3102
498,   1569.4005
499,   1569.4900
500,   1569.5797
501,   1569.6698
502,   1569.7586
503,   1569.8476
504,   1569.9368
505,   1570.0257
506,   1570.1142
507,   1570.2041
508,   1570.2925
509,   1570.3817
510,   1570.4707
511,   1570.5597
Set Optical Switch Successfully!
Case Temperature: 29.942
Wavelength, Intensity
1520.432,    3076
1520.539,    3350
1520.646,    3358
1520.754,    3363
1520.862,    3334
1520.968,    3337
1521.077,    3347
1521.182,    3370
1521.291,    3348
1521.399,    3372
1521.505,    3345
1521.613,    3342
1521.719,    3341
1521.826,    3344
1521.934,    3361
1522.040,    3361
1522.148,    3351
1522.254,    3352
1522.362,    3364
1522.468,    3362
1522.575,    3350
1522.681,    3382
1522.788,    3338
1522.895,    3381
1523.001,    3364
1523.108,    3383
1523.214,    3358
1523.321,    3390
1523.428,    3364
1523.533,    3398
1523.641,    3351
1523.745,    3413
1523.852,    3389
1523.958,    3388
1524.063,    3373
1524.172,    3420
1524.276,    3373
1524.383,    3419
1524.489,    3407
1524.595,    3423
1524.703,    3404
1524.806,    3416
1524.913,    3407
1525.018,    3420
1525.124,    3397
1525.231,    3411
1525.334,    3389
1525.442,    3419
1525.548,    3407
1525.653,    3408
1525.759,    3388
1525.864,    3418
1525.971,    3404
1526.075,    3420
1526.180,    3405
1526.286,    3426
1526.391,    3397
1526.498,    3399
1526.601,    3388
1526.707,    3401
1526.813,    3390
1526.918,    3394
1527.024,    3389
1527.127,    3401
1527.233,    3391
1527.338,    3385
1527.443,    3400
1527.548,    3391
1527.652,    3415
1527.758,    3416
1527.863,    3397
1527.968,    3391
1528.073,    3407
1528.177,    3401
1528.283,    3395
1528.387,    3380
1528.492,    3396
1528.597,    3397
1528.699,    3376
1528.806,    3401
1528.910,    3393
1529.015,    3385
1529.120,    3397
1529.222,    3392
1529.328,    3383
1529.432,    3375
1529.536,    3371
1529.641,    3380
1529.744,    3373
1529.850,    3373
1529.953,    3364
1530.057,    3380
1530.163,    3380
1530.265,    3380
1530.370,    3363
1530.474,    3381
1530.576,    3365
1530.681,    3371
1530.783,    3375
1530.888,    3348
1530.992,    3354
1531.096,    3362
1531.200,    3351
1531.302,    3341
1531.408,    3342
1531.511,    3343
1531.614,    3351
1531.718,    3364
1531.820,    3364
1531.925,    3353
1532.028,    3352
1532.131,    3349
1532.235,    3344
1532.337,    3346
1532.441,    3358
1532.545,    3346
1532.649,    3345
1532.752,    3353
1532.853,    3368
1532.957,    3372
1533.060,    3343
1533.163,    3366
1533.267,    3362
1533.368,    3386
1533.472,    3373
1533.575,    3373
1533.677,    3364
1533.782,    3400
1533.883,    3353
1533.986,    3376
1534.088,    3382
1534.190,    3424
1534.295,    3395
1534.397,    3392
1534.499,    3369
1534.602,    3419
1534.704,    3377
1534.807,    3396
1534.909,    3391
1535.011,    3393
1535.114,    3360
1535.215,    3404
1535.318,    3392
1535.420,    3400
1535.522,    3393
1535.626,    3421
1535.726,    3379
1535.829,    3397
1535.932,    3391
1536.033,    3387
1536.136,    3379
1536.236,    3396
1536.338,    3382
1536.441,    3390
1536.542,    3392
1536.645,    3399
1536.746,    3377
1536.848,    3388
1536.950,    3398
1537.051,    3375
1537.152,    3391
1537.254,    3398
1537.355,    3403
1537.457,    3390
1537.558,    3392
1537.660,    3402
1537.761,    3384
1537.862,    3372
1537.964,    3375
1538.065,    3378
1538.167,    3386
1538.268,    3403
1538.368,    3374
1538.469,    3392
1538.571,    3369
1538.672,    3406
1538.774,    3382
1538.874,    3366
1538.975,    3369
1539.076,    3372
1539.176,    3379
1539.278,    3379
1539.378,    3381
1539.479,    3359
1539.580,    3375
1539.679,    3383
1539.781,    3371
1539.882,    3373
1539.983,    3377
1540.084,    3371
1540.183,    3387
1540.285,    3362
1540.385,    3366
1540.483,    3372
1540.585,    3367
1540.684,    3368
1540.785,    3385
1540.886,    3404
1540.984,    3391
1541.085,    3362
1541.186,    3377
1541.285,    3361
1541.387,    3368
1541.486,    3380
1541.586,    3355
1541.687,    3376
1541.784,    3356
1541.886,    3356
1541.985,    3370
1542.085,    3378
1542.186,    3407
1542.284,    3511
1542.385,    3617
1542.485,    3651
1542.583,    3581
1542.684,    3850
1542.783,    4127
1542.882,    4146
1542.983,    5281
1543.081,    11819
1543.181,    64492
1543.281,    65863
1543.379,    64258
1543.479,    22425
1543.578,    8242
1543.676,    4510
1543.776,    3704
1543.874,    3589
1543.974,    3501
1544.073,    3473
1544.171,    3469
1544.271,    3465
1544.371,    3432
1544.469,    3436
1544.568,    3414
1544.667,    3404
1544.765,    3400
1544.865,    3402
1544.962,    3411
1545.061,    3417
1545.160,    3409
1545.258,    3406
1545.358,    3396
1545.456,    3397
1545.555,    3380
1545.654,    3426
1545.751,    3408
1545.850,    3397
1545.949,    3402
1546.046,    3404
1546.144,    3391
1546.242,    3393
1546.340,    3385
1546.440,    3362
1546.537,    3356
1546.635,    3376
1546.734,    3382
1546.831,    3383
1546.928,    3357
1547.027,    3383
1547.123,    3374
1547.223,    3371
1547.320,    3374
1547.418,    3367
1547.517,    3365
1547.613,    3375
1547.711,    3372
1547.809,    3358
1547.905,    3367
1548.003,    3348
1548.101,    3363
1548.198,    3351
1548.297,    3346
