Open Device Successfully!
Device Count: 1
Device Index: 0
S/N: F1480723
Pixel Count: 512
HW Version: 10000006
FW Version: 10000020
DLL Version: 21502063
Load Calibration Data Successfully
Integration Time: 20 us
Line Rate: 5000 Hz
Pixel,  Wavelength(nm)
341,   1555.0944
342,   1555.1903
343,   1555.2836
344,   1555.3792
345,   1555.4741
346,   1555.5672
347,   1555.6627
348,   1555.7580
349,   1555.8521
350,   1555.9482
351,   1556.0421
352,   1556.1368
353,   1556.2328
354,   1556.3257
355,   1556.4200
356,   1556.5149
357,   1556.6082
358,   1556.7023
359,   1556.7971
360,   1556.8906
361,   1556.9858
362,   1557.0798
363,   1557.1731
364,   1557.2686
365,   1557.3627
366,   1557.4558
367,   1557.5511
368,   1557.6448
369,   1557.7384
370,   1557.8330
371,   1557.9259
372,   1558.0200
373,   1558.1151
374,   1558.2078
375,   1558.3017
376,   1558.3959
377,   1558.4881
378,   1558.5818
379,   1558.6767
380,   1558.7692
381,   1558.8636
382,   1558.9576
383,   1559.0502
384,   1559.1445
385,   1559.2383
386,   1559.3310
387,   1559.4247
388,   1559.5169
389,   1559.6097
390,   1559.7035
391,   1559.7962
392,   1559.8898
393,   1559.9833
394,   1560.0757
395,   1560.1692
396,   1560.2628
397,   1560.3556
398,   1560.4481
399,   1560.5415
400,   1560.6341
401,   1560.7271
402,   1560.8201
403,   1560.9122
404,   1561.0057
405,   1561.0988
406,   1561.1906
407,   1561.2831
408,   1561.3762
409,   1561.4681
410,   1561.5604
411,   1561.6530
412,   1561.7454
413,   1561.8384
414,   1561.9308
415,   1562.0229
416,   1562.1156
417,   1562.2084
418,   1562.3004
419,   1562.3924
420,   1562.4847
421,   1562.5763
422,   1562.6683
423,   1562.7607
424,   1562.8526
425,   1562.9444
426,   1563.0374
427,   1563.1289
428,   1563.2213
429,   1563.3135
430,   1563.4042
431,   1563.4958
432,   1563.5878
433,   1563.6789
434,   1563.7708
435,   1563.8634
436,   1563.9548
437,   1564.0467
438,   1564.1381
439,   1564.2290
440,   1564.3212
441,   1564.4127
442,   1564.5026
443,   1564.5947
444,   1564.6867
445,   1564.7772
446,   1564.8690
447,   1564.9606
448,   1565.0512
449,   1565.1434
450,   1565.2340
451,   1565.3247
452,   1565.4167
453,   1565.5073
454,   1565.5974
455,   1565.6890
456,   1565.7798
457,   1565.8698
458,   1565.9619
459,   1566.0520
460,   1566.1428
461,   1566.2348
462,   1566.3251
463,   1566.4147
464,   1566.5058
465,   1566.5957
466,   1566.6857
467,   1566.7776
468,   1566.8677
469,   1566.9582
470,   1567.0493
471,   1567.1393
